Average Accuracy,18.31%
FirstGroup,Oracle,ExpandedFirstGroup,Accuracy,ElapsedTime
"HP:0000973, HP:0008368, HP:0001539, HP:0000826, HP:0011856","HP:0001551, HP:0007392, HP:0010073, HP:0011856, HP:0012411","HP:0100000, HP:0000708, HP:0001850, HP:0004299, HP:0011446, HP:0010647, HP:0010866, HP:0040064, HP:0100738, HP:0000951, HP:0001574, HP:0001760, HP:0004298, HP:0000118, HP:0000818, HP:0008368, HP:0040202, HP:0000973, HP:0000707, HP:5200241, HP:0008373, HP:0012638, HP:0000826, HP:0011856, HP:0001539, HP:0002814, HP:0011121, HP:0025031, HP:0008067",20.0%,42.98542642593384
"HP:0000238, HP:0000998, HP:0001582, HP:0010885, HP:0030084, HP:0011836, HP:0001159, HP:0001999, HP:0000327, HP:0000347","HP:0000474, HP:0008785, HP:0009327, HP:0009428, HP:0009563, HP:0010782, HP:0011913, HP:0200135","HP:0010885, HP:0000998, HP:0012639, HP:0002813, HP:0009118, HP:0000929, HP:0010647, HP:0040064, HP:0000951, HP:0001159, HP:0012443, HP:0011138, HP:0001760, HP:0011821, HP:0000118, HP:0002118, HP:0000707, HP:0000973, HP:0000238, HP:0000327, HP:0011843, HP:0001582, HP:0033127, HP:0011842, HP:0002814, HP:0011844, HP:0002011, HP:0000271, HP:0000277, HP:0001850, HP:0011362, HP:0030084, HP:0008365, HP:0000347, HP:0011297, HP:0001574, HP:0000924, HP:0030791, HP:0001999, HP:0000152, HP:0000326, HP:0001595, HP:0000234, HP:0011836, HP:0011121, HP:0008067",0.0%,92.16235017776489
"HP:0002721, HP:0000175, HP:0033400, HP:0010442, HP:0008090","HP:0000175, HP:0005407, HP:0007862, HP:0009656, HP:0011848, HP:0100403","HP:0000153, HP:0002813, HP:0011844, HP:0025032, HP:0002721, HP:0031816, HP:0011458, HP:0008090, HP:0010978, HP:0011297, HP:0033400, HP:0040064, HP:0001760, HP:0010442, HP:0002715, HP:0000118, HP:0000924, HP:0000175, HP:0000174, HP:0000152, HP:0002027, HP:0033127, HP:0011842, HP:0000234, HP:0002814, HP:0000271, HP:0025031, HP:0000163",16.67%,62.99473571777344
"HP:0012841, HP:0002659, HP:0009601, HP:0000704, HP:0006492","HP:0001102, HP:0003023, HP:0003982, HP:0006308, HP:0009777, HP:0011037","HP:0000153, HP:0001098, HP:0000704, HP:0006492, HP:0031816, HP:0001155, HP:0000478, HP:0000164, HP:0002659, HP:0001172, HP:0040064, HP:0008046, HP:0000479, HP:0002981, HP:0012372, HP:0004329, HP:0000118, HP:0002817, HP:0009601, HP:0011843, HP:0000152, HP:0012841, HP:0033127, HP:0001167, HP:0002991, HP:0000234, HP:0002814, HP:0000271, HP:0000163",0.0%,54.2101194858551
"HP:0002659, HP:0001156, HP:0003202, HP:0001156, HP:0000581, HP:0003189, HP:0006976","HP:0000343, HP:0000492, HP:0002305, HP:0003023, HP:0009228, HP:0009421, HP:0100558","HP:0006976, HP:0002813, HP:0003189, HP:0032039, HP:0011297, HP:0002659, HP:0000366, HP:0030669, HP:0003011, HP:0001298, HP:0000924, HP:0000118, HP:0011805, HP:0000581, HP:0005105, HP:0001156, HP:0000707, HP:0011843, HP:0000152, HP:0000492, HP:0000271, HP:0012638, HP:0000315, HP:0033127, HP:0011927, HP:0008050, HP:0011842, HP:0000234, HP:0200007, HP:0011844, HP:0003202",14.29%,53.16305208206177
"HP:0000639, HP:0020110, HP:0001172, HP:0003422, HP:0001742","HP:0005855, HP:0008416, HP:0009603, HP:0010544, HP:0010643, HP:0012766","HP:0020110, HP:0001742, HP:0000925, HP:0012547, HP:0001155, HP:0000478, HP:0001172, HP:0040064, HP:0000366, HP:0000924, HP:0000118, HP:0009121, HP:0000639, HP:0012373, HP:0002817, HP:0003422, HP:0000152, HP:0001167, HP:0033127, HP:0000496, HP:0003468, HP:0011842, HP:0000234, HP:0000271",0.0%,51.84247183799744
"HP:0001166, HP:0003547, HP:6000890, HP:0000939, HP:0001387, HP:0000652, HP:0002205","HP:0000652, HP:0002756, HP:0003059, HP:0003121, HP:0006155, HP:0006538, HP:0010798, HP:0011413","HP:0001238, HP:0000652, HP:0011729, HP:0002719, HP:0001155, HP:0001376, HP:0040064, HP:0006439, HP:0030669, HP:0002715, HP:0000118, HP:0003059, HP:0011843, HP:6000890, HP:0001166, HP:0001167, HP:0000939, HP:0033127, HP:0000315, HP:0011842, HP:0004348, HP:0003547, HP:0000271, HP:0032039, HP:0003330, HP:0001435, HP:0000625, HP:0001387, HP:0010978, HP:0002973, HP:0011226, HP:0002205, HP:0034430, HP:0004349, HP:0000924, HP:0002817, HP:0001446, HP:0032101, HP:0000152, HP:0000492, HP:0000234, HP:0011849",25.0%,71.35460448265076
"HP:0005599, HP:0000846, HP:0001953, HP:0031854, HP:0010784, HP:0000012, HP:0000980, HP:0001324","HP:0004527, HP:0008344, HP:0008635, HP:0009244, HP:0010784, HP:0011537, HP:0011734","HP:0001507, HP:0000078, HP:0012243, HP:0011733, HP:0000812, HP:0005599, HP:0000008, HP:0000834, HP:0001324, HP:0000951, HP:0031854, HP:0001595, HP:0001574, HP:0011138, HP:0010784, HP:0010936, HP:0003011, HP:0000118, HP:0000119, HP:0011804, HP:0000079, HP:0000009, HP:0011121, HP:0009887, HP:0000819, HP:0000980, HP:0000014, HP:0000846, HP:0001953, HP:0033127, HP:0030853, HP:0000818, HP:0000130, HP:0031853, HP:0031105, HP:0000012",14.29%,74.85318398475647
"HP:0003128, HP:6000152, HP:0000121, HP:0012532, HP:0001270","HP:0006152, HP:0008327, HP:0010405, HP:0011746, HP:0011997","HP:0001939, HP:0012337, HP:0011732, HP:0001941, HP:0000834, HP:0010935, HP:0025142, HP:0012210, HP:0000077, HP:0000118, HP:0000119, HP:0000849, HP:0000079, HP:6000152, HP:0001270, HP:0004360, HP:0000707, HP:0012531, HP:0012532, HP:0012638, HP:0000121, HP:0012759, HP:0000818, HP:0003128, HP:0012758",0.0%,79.72388768196106
"HP:6000155, HP:0000505, HP:0002072, HP:0002223, HP:0004472, HP:0000738, HP:0001829","HP:0002223, HP:0004472, HP:0007592, HP:0011169, HP:0012002, HP:0100314, HP:0100420, HP:0100576","HP:0012639, HP:0002072, HP:6000155, HP:0004472, HP:0011442, HP:0011362, HP:0002298, HP:0004493, HP:0011446, HP:0000478, HP:0005465, HP:0040064, HP:0001780, HP:0000504, HP:0001595, HP:0001574, HP:0011138, HP:0012757, HP:0004305, HP:0001760, HP:0000118, HP:0001829, HP:0012373, HP:0002223, HP:5200423, HP:0000707, HP:0000152, HP:0012638, HP:0000738, HP:0000234, HP:0000505, HP:0002814, HP:0000271",25.0%,71.205148935318
"HP:0007185, HP:0012668, HP:0000998, HP:0011139, HP:0001627, HP:0003712, HP:0002656","HP:0002230, HP:0002564, HP:0005294, HP:0008981, HP:0011139, HP:0012668, HP:0100089","HP:0000998, HP:0002652, HP:0011025, HP:0011362, HP:0030236, HP:0012718, HP:0011446, HP:0004372, HP:0003712, HP:0001595, HP:0001574, HP:0011138, HP:0001627, HP:0003011, HP:0000924, HP:0000118, HP:0030680, HP:0011805, HP:0002577, HP:0011139, HP:0001279, HP:0000707, HP:0012668, HP:0012638, HP:0007185, HP:0033127, HP:0002656, HP:0001626, HP:0011842, HP:0025031, HP:0011024",28.57%,66.72327852249146
"HP:0100840, HP:0000499, HP:0002863, HP:0002818, HP:0000360, HP:0005162","HP:0000360, HP:0000499, HP:0004005, HP:0005162, HP:0006934, HP:0011584, HP:0012148, HP:0100840","HP:0002818, HP:0032039, HP:0004377, HP:0011025, HP:0031704, HP:0000598, HP:0002973, HP:0040064, HP:0000360, HP:0000499, HP:0001574, HP:0030669, HP:0011138, HP:0000534, HP:0001626, HP:0000118, HP:0002817, HP:0040072, HP:0030872, HP:0000234, HP:0000152, HP:0000492, HP:0000271, HP:0001871, HP:0000315, HP:0001595, HP:0000364, HP:0100840, HP:0005162, HP:0002863",50.0%,72.4866840839386
"HP:0000511, HP:0005930, HP:0100133, HP:0010959, HP:0011757, HP:0000256","HP:0000037, HP:0000623, HP:0001355, HP:0009220, HP:0010885, HP:0010959, HP:0011756, HP:0100133","HP:0000240, HP:0000549, HP:0100133, HP:0040194, HP:0000929, HP:0002795, HP:0010959, HP:0000478, HP:0002088, HP:0009888, HP:0012252, HP:0000511, HP:0011138, HP:0032445, HP:0000118, HP:0011314, HP:0012373, HP:0012503, HP:0002086, HP:0000864, HP:0011753, HP:0033127, HP:0000496, HP:0000818, HP:0011842, HP:0000605, HP:0011844, HP:0011757, HP:0005930, HP:0000256, HP:0001574, HP:0000924, HP:0005948, HP:0011751, HP:0000152, HP:0001595, HP:0000234",25.0%,76.65535950660706
"HP:0001808, HP:0100255, HP:0002656, HP:0011096, HP:0003411, HP:0010442","HP:0001800, HP:0004018, HP:0006384, HP:0006881, HP:0009993, HP:0100221","HP:0012639, HP:0002813, HP:0002652, HP:0003366, HP:0003411, HP:0000944, HP:0100255, HP:0011297, HP:0001597, HP:0003130, HP:0001574, HP:0011138, HP:0010442, HP:0000924, HP:0000118, HP:0011096, HP:0000759, HP:0040069, HP:0000707, HP:0002823, HP:0033127, HP:0002656, HP:0011842, HP:0001808, HP:0011844",0.0%,61.022876024246216
"HP:0008527, HP:0031801, HP:0000408, HP:0001680, HP:0003287, HP:0001324, HP:3000049, HP:0012521","HP:0001730, HP:0011917, HP:0012049, HP:0012087, HP:0012305, HP:0012521, HP:3000013, HP:3000049","HP:0001679, HP:0001939, HP:0001098, HP:0000587, HP:0011017, HP:0031704, HP:0000598, HP:0000478, HP:0003287, HP:0001324, HP:0000365, HP:0001608, HP:0025015, HP:0033353, HP:0003011, HP:0011004, HP:0004329, HP:0000118, HP:0011804, HP:0008058, HP:0031801, HP:0012372, HP:0000408, HP:0002597, HP:0012521, HP:0012103, HP:0033127, HP:0001626, HP:0000364, HP:0001680, HP:3000049, HP:0000407, HP:0008527",25.0%,113.57904386520386
"HP:0012896, HP:0012049, HP:0007502, HP:0006824, HP:0001155, HP:0001852, HP:0000135","HP:0001833, HP:0002377, HP:0003959, HP:0005926, HP:0007502, HP:0011963, HP:0012049, HP:0012896","HP:0000135, HP:0000962, HP:0012049, HP:0000080, HP:0000078, HP:0001852, HP:0001155, HP:0030178, HP:0001311, HP:0006824, HP:0040064, HP:0001780, HP:0000951, HP:0011368, HP:0001608, HP:0001574, HP:0001760, HP:0012896, HP:0007502, HP:0000118, HP:0000119, HP:0001618, HP:0001072, HP:0002817, HP:0031910, HP:0000707, HP:0012638, HP:0430106, HP:0002814, HP:0011121",37.5%,58.59463667869568
"HP:0000800, HP:0000912, HP:0001622, HP:0007700, HP:0002170","HP:0000557, HP:0002170, HP:0005100, HP:0006631, HP:0012582","HP:0001197, HP:0000800, HP:0001622, HP:0002170, HP:0000478, HP:0001892, HP:0010935, HP:0011029, HP:0000782, HP:0000107, HP:0000077, HP:0012210, HP:0012372, HP:0000924, HP:0000912, HP:0000118, HP:0000119, HP:0000079, HP:0009121, HP:0004328, HP:0001871, HP:0033127, HP:0000765, HP:0011842, HP:0007700",20.0%,33.24584460258484
"HP:0001324, HP:0001788, HP:0000098, HP:0100661, HP:0002119, HP:0001087, HP:0001156, HP:0011004, HP:0040233","HP:0003100, HP:0005100, HP:0008007, HP:0008357, HP:0009440, HP:0100661, HP:0100952, HP:3000056","HP:0001507, HP:0001087, HP:0012639, HP:0002813, HP:0000501, HP:0003256, HP:0000478, HP:0031911, HP:0025015, HP:0012443, HP:0003011, HP:0011004, HP:0000118, HP:0011804, HP:0002118, HP:0012373, HP:0001928, HP:0000707, HP:0001871, HP:0012638, HP:0001788, HP:0033127, HP:0001787, HP:0001626, HP:0011842, HP:0008357, HP:0011844, HP:0002011, HP:0001197, HP:0100661, HP:0010990, HP:0000098, HP:0011297, HP:0001324, HP:0033353, HP:0000924, HP:0001156, HP:0000002, HP:0031910, HP:0040233, HP:0002597, HP:0011927, HP:0002119",25.0%,123.3502037525177
"HP:0002813, HP:0001156, HP:0003712, HP:0001159, HP:0003651, HP:0030760","HP:0001443, HP:0003153, HP:0003640, HP:0006108, HP:0009741, HP:0010397, HP:0100405","HP:0002813, HP:0000077, HP:0030236, HP:0011297, HP:0010935, HP:0001159, HP:0003712, HP:0025015, HP:0033353, HP:0003011, HP:0002621, HP:0000924, HP:0030760, HP:0000118, HP:0011805, HP:0011004, HP:0000119, HP:0000079, HP:0001156, HP:0012210, HP:0002634, HP:0002597, HP:0033127, HP:0011927, HP:0001626, HP:0011842, HP:0003651, HP:0011844",0.0%,65.4092230796814
"HP:0001083, HP:0001156, HP:0030084, HP:0008069, HP:0002668, HP:0001629, HP:0003074, HP:0002099","HP:0001083, HP:0008069, HP:0009373, HP:0010077, HP:0011015, HP:0011576, HP:0012653, HP:0100636","HP:0012639, HP:0002813, HP:0100007, HP:0011014, HP:0002795, HP:0000478, HP:0000951, HP:0012372, HP:0000118, HP:0001671, HP:0004328, HP:0010438, HP:0002086, HP:0000517, HP:0000707, HP:0011015, HP:0033127, HP:0001626, HP:0011842, HP:0002668, HP:0011844, HP:0008069, HP:0001939, HP:0012337, HP:0030084, HP:0003074, HP:0002099, HP:0011297, HP:0001083, HP:0001629, HP:0001574, HP:0001627, HP:0000924, HP:0030680, HP:0000759, HP:0001156, HP:0100634, HP:0011927",37.5%,55.26549029350281
